gene,label,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS,Intron,CADD_mean,CADD_var,EVE_mean,EVE_var
CD2,0.0,1056.0,0.2,0.0909090909090909,0.0,0.6727272727272727,0.109090909090909,0.0363636363636363,0.0,0.0,19.412549173408728,431.0,0.02050202,0.0001340338214667,16.0,6.961011058014869,2.21174472961673,0.2700440570750071,0.0947324593185327,0.0090111111111111,0.1685915708977699,4.0,2.0,58.0,3.0,0.0,0,13.436655172413792,121.8987601947973,0.4103664552020959,0.061054630203009
CD274,0.0,873.0,0.1851851851851852,0.1111111111111111,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,18.41254297133201,629.0,0.02349574,0.0001946891257312,46.0,4.710542839123372,1.8163701892156645,0.1428706785253589,0.1876518461833557,0.0376045454545454,0.3532899858052135,10.0,0.0,37.0,0.0,0.0,0,13.64616216216216,126.53604136186188,0.4103664552020959,0.061054630203009
CD2BP2,0.0,1026.0,0.2045454545454545,0.0227272727272727,0.0,0.6136363636363636,0.0,0.1590909090909091,0.0,0.0,21.141262104189643,165.0,0.04735477,0.0002338634117905,61.0,10.797652174528418,0.5269687044331909,0.0353531187753572,0.0141267354403522,0.0378384615384615,0.1678437677331628,3.0,0.0,40.0,7.0,0.0,0,18.854475,73.12133974294872,0.4103664552020959,0.061054630203009
CDC27,0.0,2493.0,0.1521739130434782,0.0760869565217391,0.0108695652173913,0.6739130434782609,0.0,0.0869565217391304,0.0,0.0,19.865970330103647,395.0,0.01816747,0.0006906826711121,102.0,10.317838033804142,0.5584180826361657,0.2378754748296868,0.2118584940693541,0.0076240259740259,0.1003052730387388,7.0,1.0,98.0,6.0,3.0,1,24.14800000000001,61.723066577319614,0.4103664552020959,0.061054630203009
CDC37L1,0.0,1014.0,0.1555555555555555,0.1111111111111111,0.0,0.6444444444444445,0.0,0.0666666666666666,0.0222222222222222,0.0,17.800914430915803,608.0,0.02119881,3.407140535847952e-05,25.0,8.335507516681997,0.6990574380503415,0.2700440570750071,0.0947324593185327,-0.0552932432432432,0.1871595953819504,5.0,2.0,47.0,4.0,1.0,0,22.69697872340426,80.67978558649399,0.4103664552020959,0.061054630203009
CDC42,0.0,576.0,0.15,0.05,0.0,0.65,0.0,0.15,0.0,0.0,18.751996072641,155.0,0.02831445,0.0019090934500447,157.0,12.319407416058771,0.5256963551008903,0.0137825979266713,0.0051256085479213,0.0134205128205128,0.0875621601316259,23.0,2.0,56.0,4.0,1.0,11,17.578428571428574,75.4504873038961,0.3757353333333333,0.0945147083603333
CDC42EP4,0.0,1071.0,0.375,0.0178571428571428,0.0,0.5714285714285714,0.0,0.0357142857142857,0.0,0.0,17.56173692725348,212.0,-0.01537796,7.119091547206682e-05,23.0,10.757073733419825,1.079790056464318,0.0442311643168083,0.0329612046086085,0.0146046153846153,0.1178065982620788,6.0,3.0,63.0,2.0,0.0,0,11.93836507936508,95.90321717101894,0.4103664552020959,0.061054630203009
CDH11,0.0,2391.0,0.3185483870967742,0.0161290322580645,0.0040322580645161,0.6330645161290323,0.0362903225806451,0.0201612903225806,0.0,0.0080645161290322,14.52824775252207,1085.0,-0.05646101,0.0,2.0,9.13937286328215,2.236892914948028,0.172481030485694,0.187479699019917,-0.0198802469135802,0.1505963638173271,22.0,3.0,270.0,7.0,4.0,8,19.611685185185184,82.75851159940804,0.4103664552020959,0.061054630203009
CDH6,0.0,2373.0,0.2974137931034483,0.043103448275862,0.0129310344827586,0.625,0.1163793103448275,0.021551724137931,0.0,0.0,17.03136413540324,902.0,-0.02600514,0.0,4.0,6.505410900079043,2.491682304499732,0.3326670301471666,0.2869358696366703,0.0705686900958466,0.2124284936120484,13.0,6.0,262.0,5.0,0.0,16,20.002499999999987,73.80113898659005,0.4103664552020959,0.061054630203009
CDH8,0.0,2400.0,0.2452229299363057,0.0477707006369426,0.0127388535031847,0.6464968152866242,0.0,0.0414012738853503,0.0063694267515923,0.0,11.914529020728668,1301.0,-0.04813534,0.0,1.0,2.479472853018793,2.156409273553132,0.2541249742554004,0.2309557641286857,-0.0147350332594235,0.1555003216605317,20.0,16.0,354.0,14.0,2.0,20,21.168079096045204,74.62371471893853,0.4103664552020959,0.061054630203009
CDK10,0.0,1083.0,0.2972972972972973,0.0,0.0,0.6756756756756757,0.081081081081081,0.0,0.027027027027027,0.0,19.313712591192346,443.1524831243973,0.020091353541242,3.404631231468509e-06,10.0,9.783672195165224,0.9012194540470276,0.3166364992850679,0.1598688131423129,0.0136540213902524,0.0596380750520646,2.0,0.0,38.0,1.0,0.0,0,20.1085,103.7714652837838,0.4103664552020959,0.061054630203009
CDK5R1,0.0,924.0,0.4444444444444444,0.0277777777777777,0.0,0.4722222222222222,0.0833333333333333,0.0277777777777777,0.0277777777777777,0.0,19.28050074692113,587.0,0.01426188,0.0001560977366047,35.0,7.199871655722798,1.7505812180636635,0.3063238571606562,0.3065253378699168,0.0136888888888888,0.101480900714748,41.0,3.0,68.0,10.0,2.0,0,15.535397058823529,65.98119454148376,0.4103664552020959,0.061054630203009
CENPP,0.0,867.0,0.1666666666666666,0.0,0.0,0.75,0.0,0.0833333333333333,0.0,0.0,19.091026739796387,574.0,0.04462521,1.8407828497252786e-05,18.0,6.42864238560756,1.1692450291926175,0.2700440570750071,0.0947324593185327,-0.0387114285714285,0.1368931528527237,8.0,0.0,33.0,3.0,1.0,5,10.954393939393942,75.08083837121211,0.4103664552020959,0.061054630203009
CEP44,0.0,1200.0,0.1403508771929824,0.0701754385964912,0.0526315789473684,0.7017543859649122,0.1228070175438596,0.0175438596491228,0.0175438596491228,0.0,15.955108386651522,647.0,0.01114095,8.95807823107817e-05,47.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,-0.0276869565217391,0.0956726975017375,2.0,1.0,68.0,2.0,1.0,11,14.734808823529413,134.60528215693589,0.4103664552020959,0.061054630203009
CEP57L1,0.0,1383.0,0.1162790697674418,0.1395348837209302,0.0465116279069767,0.6046511627906976,0.0,0.0697674418604651,0.0232558139534883,0.0,18.574552137951752,492.0,0.03275977,0.0002976910865972,72.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,-0.0291884057971014,0.1766775902033622,2.0,0.0,48.0,5.0,0.0,8,18.35758333333333,112.35283229078011,0.4103664552020959,0.061054630203009
CEP76,0.0,1980.0,0.1923076923076923,0.1025641025641025,0.0256410256410256,0.5769230769230769,0.0384615384615384,0.1025641025641025,0.0,0.0,18.79117879006869,206.0,0.04086009,0.001024544388436,146.0,7.117997354528527,0.7614667065767591,0.2700440570750071,0.0947324593185327,0.0211307017543859,0.1185110640531774,3.0,0.0,71.0,10.0,1.0,1,24.11857746478873,87.40315270462776,0.2640973333333333,0.0872205766413333
CEP89,0.0,2352.0,0.2222222222222222,0.1111111111111111,0.0606060606060606,0.5858585858585859,0.0404040404040404,0.0101010101010101,0.0101010101010101,0.0,18.86882858206455,448.0,-0.01989291,2.273375711277503e-07,2.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,0.0144204379562043,0.1380890737278655,2.0,3.0,104.0,4.0,0.0,3,17.78584615384616,163.3042289858103,0.4103664552020959,0.061054630203009
CFHR1,0.0,993.0,0.25,0.046875,0.03125,0.640625,0.09375,0.03125,0.0,0.0,17.65049924765005,852.0,-0.02900442,0.0,2.0,1.4013359817956346,2.8722716108353525,0.2700440570750071,0.0947324593185327,0.0835511111111111,0.1838241776169368,9.0,0.0,71.0,2.0,0.0,0,10.932521126760566,111.32991596740445,0.4103664552020959,0.061054630203009
CFHR4,0.0,1737.0,0.1548387096774193,0.0903225806451612,0.0129032258064516,0.7096774193548387,0.0,0.0193548387096774,0.0,0.0129032258064516,17.689965222219637,853.0,-0.03058845,4.561928455092702e-07,4.0,0.5492489891386256,1.7902187404984564,0.2700440570750071,0.0947324593185327,0.0921741803278688,0.1874575211699456,12.0,3.0,171.0,3.0,0.0,4,12.44223391812866,107.53634381554863,0.4103664552020959,0.061054630203009
CFI,0.0,1752.0,0.1875,0.125,0.03125,0.59375,0.03125,0.0520833333333333,0.0,0.0104166666666666,17.696060804105144,417.0,0.02612039,1.1181023245857475e-06,3.0,8.897741901626839,2.3216434085516138,0.2700440570750071,0.0947324593185327,-0.0249027027027027,0.1188315182198104,14.0,6.0,109.0,4.0,5.0,2,16.1224495412844,154.36789949048585,0.4534461666666667,0.1316294572841666
CHAD,0.0,1080.0,0.3076923076923077,0.0192307692307692,0.0,0.5769230769230769,0.0576923076923077,0.0769230769230769,0.0192307692307692,0.0,20.34609490333929,200.0,0.02295402,8.929434735105602e-07,2.0,3.9140832600077737,2.4382867414909657,0.4660151037085222,0.2476934552232327,0.0642732394366197,0.1850052317172286,1.0,0.0,49.0,4.0,2.0,1,19.144755102040808,77.1978944804422,0.4103664552020959,0.061054630203009
CHMP1A,0.0,723.0,0.2272727272727273,0.0,0.0,0.7272727272727273,0.0,0.0454545454545454,0.0,0.0,19.313712591192346,443.1524831243973,0.020091353541242,4.430547557548465e-05,21.0,11.162516997551773,0.574320299089599,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,11.0,4.0,35.0,2.0,1.0,0,15.652799999999992,133.16775540000003,0.4103664552020959,0.061054630203009
CHST3,0.0,1440.0,0.3623188405797101,0.0289855072463768,0.0,0.4782608695652174,0.0,0.1014492753623188,0.0289855072463768,0.0,19.5398242785454,169.0,0.05434987,0.0,1.0,9.008580004538366,1.5871843238685674,0.4954452201321707,0.3772692769655245,-0.0122779069767441,0.0806669068499315,0.0,6.0,67.0,9.0,0.0,1,16.312776119402983,73.34687035820895,0.4207602,0.1101605006735111
CITED2,0.0,828.0,0.1923076923076923,0.0,0.0,0.5769230769230769,0.0,0.2307692307692308,0.0,0.0,17.515740641389772,504.0,0.0143648,6.128222286798381e-05,11.0,9.923876150797495,1.2823380837513494,0.0545930068259537,0.0259926813547295,0.0156717948717948,0.1277128528935687,7.0,0.0,26.0,7.0,1.0,1,20.316538461538453,38.45802353846153,0.2090923333333332,0.0082799462063333
CKAP2L,0.0,2238.0,0.2941176470588235,0.0294117647058823,0.0147058823529411,0.6176470588235294,0.0441176470588235,0.0294117647058823,0.0147058823529411,0.0,19.1845485033917,214.0,0.04735056,0.0,1.0,6.629960733750497,2.03570366032352,0.2700440570750071,0.0947324593185327,0.0108627659574468,0.060001978662485,4.0,1.0,69.0,4.0,0.0,0,13.931304347826092,127.22546395012785,0.6815755,0.0311497672036666
CKS2,0.0,240.0,0.0,0.0,0.0,0.8181818181818182,0.2727272727272727,0.1818181818181818,0.0,0.0,17.31541229369561,627.0,0.01502992,1.9041170361522225e-05,24.0,9.086302659274113,1.3300993135703625,0.0413121935753584,0.0165573104486216,-0.0771111111111111,0.2288076117830797,4.0,7.0,19.0,3.0,0.0,0,18.944157894736843,75.74166025146201,0.4103664552020959,0.061054630203009
CLCF1,0.0,678.0,0.375,0.0,0.0,0.625,0.0,0.0,0.0,0.0,20.27627096699236,177.0,0.05053212,6.282801991942986e-07,3.0,6.924957263395059,1.7684002025801075,0.2700440570750071,0.0947324593185327,0.0118535714285714,0.0389498256198449,8.0,0.0,31.0,1.0,0.0,0,16.16851612903226,46.54379459139785,0.284958,0.001138312898
CLDN1,0.0,636.0,0.28125,0.03125,0.0,0.625,0.0,0.03125,0.0,0.03125,17.327458788663748,348.0,0.003237093,4.98345394749859e-06,8.0,9.713655477849215,3.116285141196163,0.1353601922447856,0.1310863812345052,0.0635292682926829,0.1272414667106761,12.0,1.0,44.0,0.0,1.0,0,17.56856818181818,97.7180854603594,0.4103664552020959,0.061054630203009
CLDN11,0.0,624.0,0.4090909090909091,0.0454545454545454,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,18.50797693180334,377.0,0.03043682,0.0,0.0,5.849121169171211,2.388184101487253,0.2690472236805859,0.2246459528328207,0.0539464285714285,0.1377278436475948,14.0,3.0,40.0,1.0,0.0,0,14.214175,96.11846912243588,0.4103664552020959,0.061054630203009
CLDN7,0.0,636.0,0.35,0.05,0.0,0.6,0.0,0.0,0.0,0.0,20.76584209720196,316.0,0.02089463,6.1305890782958565e-06,5.0,9.595979132766647,3.2627551302119087,0.0713512435950211,0.099374191639232,-0.0636576923076923,0.2073822764719168,5.0,0.0,24.0,2.0,0.0,0,17.740458333333333,85.40010243297102,0.4103664552020959,0.061054630203009
CLDN9,0.0,654.0,0.5277777777777778,0.0,0.0,0.3888888888888889,0.0,0.0833333333333333,0.0,0.0,20.4611536690232,234.0,0.04879719,0.0,0.0,4.211436287942899,2.3885009466281404,0.5925879647721359,0.2576557498271902,-0.02126,0.1433669896919557,5.0,3.0,41.0,3.0,0.0,0,11.538365853658538,88.67715303780491,0.4103664552020959,0.061054630203009
CLDND2,0.0,504.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,18.49134620117132,610.0,-0.009432051,0.0,0.0,1.997639769178554,1.2404324289344144,0.2700440570750071,0.0947324593185327,0.0527,0.0927572458984562,7.0,1.0,16.0,3.0,2.0,0,13.5310625,49.2142312625,0.4103664552020959,0.061054630203009
CLEC10A,0.0,951.0,0.3333333333333333,0.0512820512820512,0.0769230769230769,0.5384615384615384,0.0,0.0,0.0,0.0,20.693962461839423,360.0,0.02395208,0.0,1.0,5.240890990026031,2.153079373196602,0.4771196879907378,0.2417798011055551,-0.030008,0.1463738772322438,5.0,7.0,66.0,2.0,0.0,17,9.526212121212124,111.42886404662,0.4103664552020959,0.061054630203009
CLEC2B,0.0,450.0,0.1842105263157894,0.131578947368421,0.0263157894736842,0.5526315789473685,0.0,0.0,0.0526315789473684,0.0526315789473684,18.172828874265736,634.0,0.02453618,0.0,1.0,7.388290008829312,1.6265495307393605,0.1999203430495048,0.2205972089883932,0.0368945454545454,0.1963936403508217,8.0,0.0,44.0,2.0,0.0,0,13.082477272727273,136.3482830924947,0.4103664552020959,0.061054630203009
CLEC2D,0.0,585.0,0.3333333333333333,0.037037037037037,0.0,0.5925925925925926,0.0,0.037037037037037,0.0,0.0,17.937864007682887,648.0,0.008181107,0.0,0.0,8.937506627190235,0.7803158801605246,0.8346190448449026,0.1098240811839837,0.0421916666666666,0.1026600332678474,7.0,0.0,32.0,1.0,1.0,0,8.940468749999997,80.65467496673388,0.4103664552020959,0.061054630203009
CLK2,0.0,1497.0,0.2765957446808511,0.0851063829787234,0.0106382978723404,0.6170212765957447,0.0319148936170212,0.0106382978723404,0.0,0.0,20.58685536069435,194.0,0.04521163,0.0002343548310139,67.0,9.57971806786028,0.6396437481828131,0.0602728865332204,0.0222575884628044,0.11477,0.2370566234370696,5.0,0.0,96.0,3.0,0.0,0,22.56826041666666,67.25945194199558,0.4103664552020959,0.061054630203009
CLNK,0.0,1287.0,0.2027027027027027,0.0,0.0675675675675675,0.7162162162162162,0.1216216216216216,0.0135135135135135,0.0,0.0,17.707845754650528,1111.0,0.01689414,0.0,2.0,0.9476078635994368,1.3373545448079929,0.2700440570750071,0.0947324593185327,-0.0054491379310344,0.1136960993899888,10.0,1.0,87.0,0.0,2.0,2,13.626229885057471,103.90596790002674,0.4103664552020959,0.061054630203009
CLPP,0.0,834.0,0.3333333333333333,0.0555555555555555,0.0,0.5,0.0,0.1111111111111111,0.0,0.0,19.84835137657574,407.0,0.0308020999999999,3.4069944409011887e-06,9.0,9.835788782261744,0.650767171719933,0.0461197940924627,0.0237458400591908,0.0086045454545454,0.0880758117515954,0.0,2.0,19.0,1.0,1.0,1,19.957789473684205,98.16443806432748,0.6747371666666667,0.0895841376485666
CMPK2,0.0,1350.0,0.2972972972972973,0.081081081081081,0.0,0.6216216216216216,0.0,0.0,0.0,0.0,15.333422685449603,1132.0,-0.004450242,0.0,0.0,7.569883036345741,1.4204163341123628,0.2700440570750071,0.0947324593185327,0.0442596153846153,0.1420381060187389,10.0,0.0,48.0,0.0,0.0,1,14.775,154.60035408510635,0.4103664552020959,0.061054630203009
CMTM4,0.0,705.0,0.2608695652173913,0.0,0.0,0.6956521739130435,0.0,0.0,0.0,0.0434782608695652,19.59289441783384,145.0,0.009145571,6.16906188488786e-07,4.0,10.108863057763203,1.2990636561862423,0.1102270733135502,0.1478601061147077,-0.0034249999999999,0.1992044709588617,6.0,0.0,31.0,1.0,0.0,3,12.27458064516129,104.81307745161288,0.4103664552020959,0.061054630203009
CMTM6,0.0,552.0,0.4210526315789473,0.0526315789473684,0.0526315789473684,0.4210526315789473,0.0,0.0526315789473684,0.0,0.0,18.735940048043087,592.0,0.03093029,0.0001532907497367,15.0,11.170507780312136,0.8632933829057854,0.0837663290726303,0.0249335543784218,-0.0182739130434782,0.0815867807780866,11.0,1.0,25.0,4.0,2.0,0,11.41896,125.92696170666667,0.4103664552020959,0.061054630203009
CNEP1R1,0.0,429.0,0.2307692307692308,0.0,0.0769230769230769,0.6923076923076923,0.0,0.0,0.0,0.0,18.04276818631677,594.0,-0.01193648,1.919910674848109e-06,2.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,-0.056365,0.115796374187623,13.0,0.0,27.0,0.0,0.0,1,16.037222222222226,71.55082325641024,0.4103664552020959,0.061054630203009
CNIH4,0.0,420.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,19.262132705705568,256.0,0.01833025,2.856349406410143e-07,3.0,9.742553244825547,0.6611260311105037,0.0607764443431218,0.0265664627276089,0.0600875,0.1179314041879854,14.0,2.0,23.0,2.0,1.0,0,17.437565217391306,111.92568798418972,0.4103664552020959,0.061054630203009
CNOT6L,0.0,1668.0,0.2537313432835821,0.0149253731343283,0.0149253731343283,0.6567164179104478,0.0,0.044776119402985,0.0149253731343283,0.0,17.217056489124776,493.0,0.01798275,5.113617880487188e-06,19.0,9.78592305122712,0.664412464541174,0.2700440570750071,0.0947324593185327,0.0125822916666666,0.1375153529267972,46.0,4.0,106.0,11.0,7.0,7,17.995113207547178,55.6333444442049,0.4103664552020959,0.061054630203009
COL11A1,0.0,5457.0,0.1783216783216783,0.0541958041958041,0.0384615384615384,0.6940559440559441,0.0,0.0314685314685314,0.0017482517482517,0.0017482517482517,15.199250577051352,742.0,-0.01974511,0.0,1.0,6.531425247884388,3.9091454200717126,0.2661569614457561,0.1870603312663892,-0.0063573951434878,0.1507408126548256,36.0,10.0,634.0,22.0,4.0,29,23.73561671924293,91.2178751024688,0.3571198181818181,0.0288168382187636
COMMD10,0.0,609.0,0.3181818181818182,0.0909090909090909,0.0,0.5909090909090909,0.1363636363636363,0.0,0.0,0.0,18.254834864380594,981.0,0.007589333,6.11403813507403e-07,13.0,8.464207684210747,0.7220982359589185,0.2700440570750071,0.0947324593185327,-0.0156629629629629,0.1838871738385577,3.0,0.0,25.0,0.0,0.0,0,21.04768,126.53423756,0.4103664552020959,0.061054630203009
COQ2,0.0,1266.0,0.217391304347826,0.0434782608695652,0.0,0.7391304347826086,0.0,0.0,0.0,0.0,18.39457196778828,218.0,0.04019829,0.0,0.0,7.835746065020674,0.6948047323806945,0.2700440570750071,0.0947324593185327,0.0214714285714285,0.1492776120836201,1.0,0.0,24.0,0.0,0.0,0,18.58729166666668,109.79035378079712,0.4103664552020959,0.061054630203009
COX7A2L,0.0,345.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,17.942604418982242,375.0,0.01601184,2.5801351079751264e-06,4.0,10.888013105981472,0.5646262959103446,0.0453150389469033,0.0186088677433719,-0.0114363636363636,0.201963800864175,12.0,3.0,24.0,6.0,0.0,0,15.593208333333337,130.19432912862322,0.4103664552020959,0.061054630203009
CPA4,0.0,1266.0,0.2794117647058824,0.0,0.0441176470588235,0.6617647058823529,0.1029411764705882,0.0147058823529411,0.0,0.0,18.696883669863933,212.0,0.0297974,8.241177838134269e-06,12.0,3.766529193935805,2.93213975383416,0.2700440570750071,0.0947324593185327,0.0403244186046511,0.1320287679504828,12.0,0.0,80.0,1.0,0.0,1,15.969875000000004,106.5444881613924,0.4103664552020959,0.061054630203009
CPLX3,0.0,477.0,0.3478260869565217,0.0434782608695652,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,19.544221325014068,195.0,0.04559244,0.0,0.0,1.8261491781610844,2.3556298479281894,0.2700440570750071,0.0947324593185327,-0.06585,0.2706555738255858,4.0,4.0,31.0,0.0,0.0,0,18.1848064516129,72.29405916129029,0.4103664552020959,0.061054630203009
CPNE3,0.0,1614.0,0.25,0.0735294117647058,0.0294117647058823,0.5588235294117647,0.0441176470588235,0.088235294117647,0.0,0.0,17.55653973273005,1166.0,0.02236168,1.907281157509815e-05,17.0,11.2447912934626,0.7509400750529548,0.0552154976629091,0.0293546879164351,0.0856242105263157,0.1848998037150132,5.0,0.0,67.0,5.0,1.0,0,22.02686567164179,119.20317911804614,0.4103664552020959,0.061054630203009
CPS1,0.0,4521.0,0.2184300341296928,0.0273037542662116,0.030716723549488,0.7064846416382252,0.0,0.0136518771331058,0.0034129692832764,0.0,17.277331902400896,465.0,-0.001001543,0.0001033066876392,31.0,5.810542308387783,3.1815959933025337,0.2700440570750071,0.0947324593185327,0.0143301149425287,0.0819793892725728,8.0,2.0,304.0,4.0,1.0,6,21.308980263157896,79.49077340554966,0.3550617454545454,0.0826991891752673
CPT2,0.0,1977.0,0.2692307692307692,0.0192307692307692,0.0,0.6538461538461539,0.0,0.0576923076923077,0.0,0.0,19.008313171208226,391.0,0.02726794,0.000324046288374,20.0,9.47569133019902,0.6504389922323778,0.0995715938161488,0.1269584449614574,-0.0071436619718309,0.1041397472959851,4.0,0.0,53.0,3.0,0.0,0,18.23667924528302,91.55505941436864,0.5670346153846154,0.101656333370423
CR1L,0.0,1710.0,0.2636363636363636,0.0818181818181818,0.0272727272727272,0.6,0.0,0.0272727272727272,0.0,0.0,18.56007342734157,361.0,0.01291692,0.0,0.0,1.3144250692773114,1.5486701490463568,0.2700440570750071,0.0947324593185327,0.0781340277777777,0.1728670419407139,0.0,1.0,109.0,3.0,0.0,1,12.161330275229366,110.01771376027868,0.4103664552020959,0.061054630203009
CREB3L4,0.0,1188.0,0.1764705882352941,0.0,0.0196078431372549,0.6078431372549019,0.0588235294117647,0.0784313725490196,0.1176470588235294,0.0,20.952195931021528,222.0,0.03430722,0.0002278503739777,7.0,8.852573350671696,1.5857766661232988,0.2700440570750071,0.0947324593185327,0.0834266666666666,0.18207382849334,0.0,0.0,41.0,10.0,0.0,0,18.079243902439032,85.35875983902442,0.4103664552020959,0.061054630203009
CRIPAK,0.0,1341.0,0.3770491803278688,0.0163934426229508,0.0,0.6065573770491803,0.0491803278688524,0.0,0.0,0.0,19.957847394127548,507.0,0.04117665,7.074880220151678e-07,6.0,7.63496218584046,0.8925781159801152,0.2700440570750071,0.0947324593185327,-0.0213676056338028,0.1084442113659095,4.0,4.0,68.0,1.0,0.0,0,4.930264705882351,44.86049401843722,0.4103664552020959,0.061054630203009
CRY2,0.0,1845.0,0.2622950819672131,0.0491803278688524,0.0163934426229508,0.6721311475409836,0.0,0.0,0.0,0.0,18.712832589647824,271.0,0.03382172,5.360228968303087e-05,33.0,9.706171706678129,0.9211960114697544,0.0135184309391468,0.0060644860839398,-0.008551724137931,0.0933194314713221,9.0,0.0,72.0,1.0,0.0,1,20.37669444444445,108.69774638419403,0.4103664552020959,0.061054630203009
CRYAA,0.0,522.0,0.2727272727272727,0.0303030303030303,0.0,0.6666666666666666,0.0,0.0303030303030303,0.0,0.0,19.39086126285572,279.0,0.05882527,2.2992895384741305e-05,16.0,0.9556059436659398,1.8644791055422945,0.6459147016211151,0.1757974849299106,0.0116489361702127,0.0814153414168189,4.0,3.0,38.0,2.0,0.0,0,19.714394736842102,88.81661008321484,0.5725055,0.0276062855787222
CRYBG3,0.0,8913.0,0.1666666666666666,0.0595238095238095,0.0119047619047619,0.7202380952380952,0.0,0.0297619047619047,0.0119047619047619,0.0,16.91773219543796,723.0,-0.00033474,1.091640549977544e-07,3.0,7.967832821597959,1.3979524849856109,0.2700440570750071,0.0947324593185327,0.027655223880597,0.1250113622102659,2.0,3.0,168.0,5.0,2.0,2,17.801750000000013,114.5614044640719,0.4103664552020959,0.061054630203009
CSRNP2,0.0,1632.0,0.2,0.0333333333333333,0.0,0.7333333333333333,0.1,0.0166666666666666,0.0166666666666666,0.0,19.10688876748397,155.0,0.04026531,0.0,3.0,9.559854870084578,0.66604058485826,0.2700440570750071,0.0947324593185327,0.0304857142857142,0.1104017723335088,4.0,2.0,64.0,2.0,0.0,0,20.670250000000006,81.8871439365079,0.4103664552020959,0.061054630203009
CT62,0.0,411.0,0.2307692307692308,0.0,0.0,0.6153846153846154,0.0,0.1538461538461538,0.0,0.0,18.07849067185616,462.0,0.01038967,0.0,0.0,1.4596567509808502,1.7909160821880314,0.2700440570750071,0.0947324593185327,0.031485,0.2995268623596221,1.0,0.0,12.0,2.0,0.0,0,8.399,60.66112672727272,0.4103664552020959,0.061054630203009
CTH,0.0,1218.0,0.25,0.025,0.05,0.65,0.0,0.025,0.0,0.0,18.372047549544423,379.0,-0.002628845,6.253613137628984e-05,35.0,6.2613082756704905,1.5275520376722769,0.0589679278818026,0.0362226687738626,-0.0079180327868852,0.1291175909695089,4.0,12.0,52.0,5.0,1.0,1,17.677500000000006,86.03438088235296,0.4293053636363636,0.0737687096722545
CTLA4,0.0,672.0,0.1818181818181818,0.0909090909090909,0.0303030303030303,0.5757575757575758,0.0,0.0606060606060606,0.0,0.0606060606060606,17.182521413919815,632.0,0.01815731,3.710553718470866e-05,12.0,4.5207573758301605,2.025753418738044,0.6675440689592228,0.2713698780967938,0.0520173076923076,0.3076697209678648,17.0,5.0,53.0,2.0,0.0,0,14.881377358490564,99.05354039332364,0.661138,0.0128460428459999
CTNND1,0.0,2907.0,0.1676300578034682,0.1040462427745664,0.0404624277456647,0.5491329479768786,0.0173410404624277,0.1387283236994219,0.0,0.0,19.81312074409554,497.0,0.008411412,0.0002296085295572,42.0,12.650411063346212,0.8123162884914309,0.3600733914474889,0.1934058044886302,0.004366037735849,0.154694287857119,12.0,1.0,162.0,17.0,8.0,1,23.878327160493846,75.33848797304655,0.4103664552020959,0.061054630203009
CTU1,0.0,1047.0,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,18.437999087997675,632.0,0.001145436,2.4720137413436844e-05,18.0,6.09115744739782,0.8758733753077186,0.2700440570750071,0.0947324593185327,0.0337181818181818,0.1055701474520986,0.0,0.0,12.0,0.0,0.0,0,15.426166666666669,60.94744233333334,0.4103664552020959,0.061054630203009
CUTA,0.0,597.0,0.3461538461538461,0.1153846153846154,0.0,0.5,0.0,0.0384615384615384,0.0,0.0,20.45953768112973,236.0,0.03077963,4.014370546578348e-06,9.0,11.318274748337537,0.7865664161265767,0.0465697046343111,0.0221661054466678,0.0338121212121212,0.1113055819819875,1.0,5.0,39.0,2.0,0.0,9,18.12528205128205,105.2842130499325,0.4103664552020959,0.061054630203009
CXCR5,0.0,1119.0,0.375,0.0178571428571428,0.0,0.5714285714285714,0.0,0.0178571428571428,0.0,0.0178571428571428,20.505211636989557,175.0,0.05372349,9.277278404689e-07,6.0,3.387344413245576,2.1113454674694903,0.2700440570750071,0.0947324593185327,-0.0229131147540983,0.1020488206458866,0.0,2.0,57.0,1.0,0.0,0,15.337421052631584,77.78622510526314,0.4103664552020959,0.061054630203009
